split,ablation_mode,memory_mode,vertical,record_count,recall_at_5,mrr,failure_count,candidate_recall_at_50,candidate_recall_at_100,candidate_recall_at_200,candidate_diagnostic_max_k_available,gold_in_top50_but_not_top5_rate,gold_in_top100_but_not_top5_rate,gold_absent_from_top100_rate,gold_in_candidate_pool_count,reranker_rescued_gold_count,query_enrichment_used,reranking_used,source_hints_used,top_failure_reasons
final_10000,prompt_text_only,mm1_dense_top5,finance,2000,0.153125,0.091133,1711,0.536,0.536,0.536,50,0.391,0.391,0.4455,1109,136,True,True,False,"{""bad_query_terms"": 592, ""chunk_too_broad"": 2, ""gold_in_top50_not_top5"": 820, ""gold_not_in_candidate_pool"": 891, ""missed_finance_metric"": 1488, ""missed_period"": 1711, ""poor_scoring"": 1711}"
final_10000,prompt_text_only,mm1_dense_top5,healthcare_admin,2000,0.732083,0.834925,839,0.76,0.76,0.76,50,0.0225,0.0225,0.0875,1825,368,True,True,False,"{""gold_in_top50_not_top5"": 664, ""gold_not_in_candidate_pool"": 175, ""poor_scoring"": 839}"
final_10000,prompt_text_only,mm1_dense_top5,research_ai,2000,0.29269,0.2697,1710,0.758779,0.758779,0.758779,50,0.3365,0.3365,0.199,1562,36,True,True,False,"{""chunk_too_broad"": 6, ""gold_in_top50_not_top5"": 1272, ""gold_not_in_candidate_pool"": 398, ""poor_scoring"": 1670}"
final_10000,prompt_text_only,mm1_dense_top5,retail,2000,0.134083,0.114783,1793,0.540083,0.540083,0.540083,50,0.4475,0.4475,0.3865,1227,91,True,True,False,"{""gold_in_top50_not_top5"": 1020, ""gold_not_in_candidate_pool"": 773, ""poor_scoring"": 1793}"
final_10000,prompt_text_only,mm2_hybrid_top5,airline,2000,0.691417,0.941442,1172,0.744208,0.744208,0.744208,50,0.0025,0.0025,0.0135,1973,257,True,True,False,"{""gold_in_top50_not_top5"": 1145, ""gold_not_in_candidate_pool"": 27, ""poor_scoring"": 1172}"
final_10000,prompt_text_only,mm2_hybrid_top5,finance,2000,0.163,0.099108,1691,0.574375,0.574375,0.574375,50,0.4225,0.4225,0.405,1190,229,True,True,False,"{""bad_query_terms"": 592, ""chunk_too_broad"": 16, ""gold_in_top50_not_top5"": 881, ""gold_not_in_candidate_pool"": 810, ""missed_finance_metric"": 1493, ""missed_period"": 1691, ""poor_scoring"": 1691}"
final_10000,prompt_text_only,mm2_hybrid_top5,healthcare_admin,2000,0.807583,0.96665,708,0.823833,0.823833,0.823833,50,0.002,0.002,0.008,1984,122,True,True,False,"{""gold_in_top50_not_top5"": 692, ""gold_not_in_candidate_pool"": 16, ""poor_scoring"": 708}"
final_10000,prompt_text_only,mm2_hybrid_top5,research_ai,2000,0.275987,0.250642,1730,0.760779,0.760779,0.760779,50,0.353,0.353,0.2025,1555,79,True,True,False,"{""chunk_too_broad"": 12, ""gold_in_top50_not_top5"": 1285, ""gold_not_in_candidate_pool"": 405, ""poor_scoring"": 1690}"
final_10000,prompt_text_only,mm2_hybrid_top5,retail,2000,0.161167,0.134342,1774,0.593667,0.593667,0.593667,50,0.4635,0.4635,0.3255,1349,149,True,True,False,"{""gold_in_top50_not_top5"": 1123, ""gold_not_in_candidate_pool"": 651, ""poor_scoring"": 1774}"
final_10000,prompt_text_only,mm3_compressed_hybrid_top5,airline,2000,0.691417,0.941442,1172,0.744208,0.744208,0.744208,50,0.0025,0.0025,0.0135,1973,257,True,True,False,"{""gold_in_top50_not_top5"": 1145, ""gold_not_in_candidate_pool"": 27, ""poor_scoring"": 1172}"
final_10000,prompt_text_only,mm3_compressed_hybrid_top5,finance,2000,0.163,0.099108,1691,0.574375,0.574375,0.574375,50,0.4225,0.4225,0.405,1190,229,True,True,False,"{""bad_query_terms"": 592, ""gold_in_top50_not_top5"": 881, ""gold_not_in_candidate_pool"": 810, ""missed_finance_metric"": 1493, ""missed_period"": 1691, ""poor_scoring"": 1691}"
final_10000,prompt_text_only,mm3_compressed_hybrid_top5,healthcare_admin,2000,0.807583,0.96665,708,0.823833,0.823833,0.823833,50,0.002,0.002,0.008,1984,122,True,True,False,"{""gold_in_top50_not_top5"": 692, ""gold_not_in_candidate_pool"": 16, ""poor_scoring"": 708}"
final_10000,prompt_text_only,mm3_compressed_hybrid_top5,research_ai,2000,0.275987,0.250642,1730,0.760779,0.760779,0.760779,50,0.353,0.353,0.2025,1555,79,True,True,False,"{""gold_in_top50_not_top5"": 1285, ""gold_not_in_candidate_pool"": 405, ""poor_scoring"": 1690}"
final_10000,prompt_text_only,mm3_compressed_hybrid_top5,retail,2000,0.161167,0.134342,1774,0.593667,0.593667,0.593667,50,0.4635,0.4635,0.3255,1349,149,True,True,False,"{""gold_in_top50_not_top5"": 1123, ""gold_not_in_candidate_pool"": 651, ""poor_scoring"": 1774}"
smoke_500,prompt_plus_metadata,mm0_no_context,airline,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
smoke_500,prompt_plus_metadata,mm0_no_context,finance,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
smoke_500,prompt_plus_metadata,mm0_no_context,healthcare_admin,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
smoke_500,prompt_plus_metadata,mm0_no_context,research_ai,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
smoke_500,prompt_plus_metadata,mm0_no_context,retail,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
smoke_500,prompt_plus_metadata,mm1_dense_top5,airline,100,0.5425,0.805,73,0.614167,0.614167,0.614167,50,0.08,0.08,0.09,91,35,True,True,False,"{""gold_in_top50_not_top5"": 64, ""gold_not_in_candidate_pool"": 9, ""poor_scoring"": 73}"
smoke_500,prompt_plus_metadata,mm1_dense_top5,finance,100,0.185,0.099667,82,0.705,0.705,0.705,50,0.52,0.52,0.29,71,4,True,True,False,"{""gold_in_top50_not_top5"": 53, ""gold_not_in_candidate_pool"": 29, ""missed_finance_metric"": 65, ""missed_period"": 82, ""poor_scoring"": 82}"
smoke_500,prompt_plus_metadata,mm1_dense_top5,healthcare_admin,100,0.751667,0.865,41,0.788333,0.788333,0.788333,50,0.03,0.03,0.05,95,20,True,True,False,"{""gold_in_top50_not_top5"": 36, ""gold_not_in_candidate_pool"": 5, ""poor_scoring"": 41}"
smoke_500,prompt_plus_metadata,mm1_dense_top5,research_ai,100,0.816667,0.835,24,0.93,0.93,0.93,50,0.09,0.09,0.06,94,0,True,True,False,"{""gold_in_top50_not_top5"": 18, ""gold_not_in_candidate_pool"": 6, ""poor_scoring"": 24}"
smoke_500,prompt_plus_metadata,mm1_dense_top5,retail,100,0.555,0.515,45,0.835,0.835,0.835,50,0.3,0.3,0.14,86,6,True,True,False,"{""gold_in_top50_not_top5"": 31, ""gold_not_in_candidate_pool"": 14, ""poor_scoring"": 45}"
smoke_500,prompt_plus_metadata,mm2_hybrid_top5,airline,100,0.7075,0.970833,56,0.769167,0.769167,0.769167,50,0.01,0.01,0.0,100,7,True,True,False,"{""gold_in_top50_not_top5"": 56, ""poor_scoring"": 56}"
smoke_500,prompt_plus_metadata,mm2_hybrid_top5,finance,100,0.27,0.180667,73,0.81,0.81,0.81,50,0.55,0.55,0.18,82,17,True,True,False,"{""gold_in_top50_not_top5"": 55, ""gold_not_in_candidate_pool"": 18, ""missed_finance_metric"": 56, ""missed_period"": 73, ""poor_scoring"": 73}"
smoke_500,prompt_plus_metadata,mm2_hybrid_top5,healthcare_admin,100,0.811667,0.965,36,0.831667,0.831667,0.831667,50,0.0,0.0,0.0,100,3,True,True,False,"{""gold_in_top50_not_top5"": 36, ""poor_scoring"": 36}"
smoke_500,prompt_plus_metadata,mm2_hybrid_top5,research_ai,100,0.82,0.84,23,0.933333,0.933333,0.933333,50,0.1,0.1,0.05,95,5,True,True,False,"{""chunk_too_broad"": 1, ""gold_in_top50_not_top5"": 18, ""gold_not_in_candidate_pool"": 5, ""poor_scoring"": 23}"
smoke_500,prompt_plus_metadata,mm2_hybrid_top5,retail,100,0.58,0.565,44,0.94,0.94,0.94,50,0.39,0.39,0.01,99,4,True,True,False,"{""gold_in_top50_not_top5"": 43, ""gold_not_in_candidate_pool"": 1, ""poor_scoring"": 44}"
smoke_500,prompt_plus_metadata,mm3_compressed_hybrid_top5,airline,100,0.7075,0.970833,56,0.769167,0.769167,0.769167,50,0.01,0.01,0.0,100,7,True,True,False,"{""gold_in_top50_not_top5"": 56, ""poor_scoring"": 56}"
smoke_500,prompt_plus_metadata,mm3_compressed_hybrid_top5,finance,100,0.27,0.180667,73,0.81,0.81,0.81,50,0.55,0.55,0.18,82,17,True,True,False,"{""gold_in_top50_not_top5"": 55, ""gold_not_in_candidate_pool"": 18, ""missed_finance_metric"": 56, ""missed_period"": 73, ""poor_scoring"": 73}"
smoke_500,prompt_plus_metadata,mm3_compressed_hybrid_top5,healthcare_admin,100,0.811667,0.965,36,0.831667,0.831667,0.831667,50,0.0,0.0,0.0,100,3,True,True,False,"{""gold_in_top50_not_top5"": 36, ""poor_scoring"": 36}"
smoke_500,prompt_plus_metadata,mm3_compressed_hybrid_top5,research_ai,100,0.82,0.84,23,0.933333,0.933333,0.933333,50,0.1,0.1,0.05,95,5,True,True,False,"{""gold_in_top50_not_top5"": 18, ""gold_not_in_candidate_pool"": 5, ""poor_scoring"": 23}"
smoke_500,prompt_plus_metadata,mm3_compressed_hybrid_top5,retail,100,0.58,0.565,44,0.94,0.94,0.94,50,0.39,0.39,0.01,99,4,True,True,False,"{""gold_in_top50_not_top5"": 43, ""gold_not_in_candidate_pool"": 1, ""poor_scoring"": 44}"
smoke_500,prompt_plus_source_hints,mm0_no_context,airline,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,True,{}
smoke_500,prompt_plus_source_hints,mm0_no_context,finance,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,True,{}
smoke_500,prompt_plus_source_hints,mm0_no_context,healthcare_admin,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,True,{}
smoke_500,prompt_plus_source_hints,mm0_no_context,research_ai,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,True,{}
smoke_500,prompt_plus_source_hints,mm0_no_context,retail,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,True,{}
smoke_500,prompt_plus_source_hints,mm1_dense_top5,airline,100,0.8,0.98,42,0.8125,0.8125,0.8125,50,0.0,0.0,0.02,98,25,True,True,True,"{""gold_in_top50_not_top5"": 40, ""gold_not_in_candidate_pool"": 2, ""poor_scoring"": 42}"
smoke_500,prompt_plus_source_hints,mm1_dense_top5,finance,100,0.76,0.77,25,0.76,0.76,0.76,50,0.0,0.0,0.23,77,35,True,True,True,"{""gold_in_top50_not_top5"": 2, ""gold_not_in_candidate_pool"": 23, ""missed_finance_metric"": 8, ""missed_period"": 25, ""poor_scoring"": 25}"
smoke_500,prompt_plus_source_hints,mm1_dense_top5,healthcare_admin,100,0.791667,0.915833,36,0.8,0.8,0.8,50,0.01,0.01,0.05,95,22,True,True,True,"{""gold_in_top50_not_top5"": 31, ""gold_not_in_candidate_pool"": 5, ""poor_scoring"": 36}"
smoke_500,prompt_plus_source_hints,mm1_dense_top5,research_ai,100,1.0,1.0,0,1.0,1.0,1.0,50,0.0,0.0,0.0,100,0,True,True,True,{}
smoke_500,prompt_plus_source_hints,mm1_dense_top5,retail,100,0.835,0.87,20,0.875,0.875,0.875,50,0.04,0.04,0.09,91,12,True,True,True,"{""gold_in_top50_not_top5"": 11, ""gold_not_in_candidate_pool"": 9, ""poor_scoring"": 20}"
smoke_500,prompt_plus_source_hints,mm2_hybrid_top5,airline,100,0.98,1.0,8,1.0,1.0,1.0,50,0.0,0.0,0.0,100,0,True,True,True,"{""gold_in_top50_not_top5"": 8, ""poor_scoring"": 8}"
smoke_500,prompt_plus_source_hints,mm2_hybrid_top5,finance,100,1.0,1.0,0,1.0,1.0,1.0,50,0.0,0.0,0.0,100,0,True,True,True,{}
smoke_500,prompt_plus_source_hints,mm2_hybrid_top5,healthcare_admin,100,0.975,0.966667,5,1.0,1.0,1.0,50,0.0,0.0,0.0,100,1,True,True,True,"{""gold_in_top50_not_top5"": 5, ""poor_scoring"": 5}"
smoke_500,prompt_plus_source_hints,mm2_hybrid_top5,research_ai,100,1.0,1.0,0,1.0,1.0,1.0,50,0.0,0.0,0.0,100,0,True,True,True,{}
smoke_500,prompt_plus_source_hints,mm2_hybrid_top5,retail,100,0.96,0.99,7,0.98,0.98,0.98,50,0.01,0.01,0.0,100,3,True,True,True,"{""gold_in_top50_not_top5"": 7, ""poor_scoring"": 7}"
smoke_500,prompt_plus_source_hints,mm3_compressed_hybrid_top5,airline,100,0.98,1.0,8,1.0,1.0,1.0,50,0.0,0.0,0.0,100,0,True,True,True,"{""gold_in_top50_not_top5"": 8, ""poor_scoring"": 8}"
smoke_500,prompt_plus_source_hints,mm3_compressed_hybrid_top5,finance,100,1.0,1.0,0,1.0,1.0,1.0,50,0.0,0.0,0.0,100,0,True,True,True,{}
smoke_500,prompt_plus_source_hints,mm3_compressed_hybrid_top5,healthcare_admin,100,0.975,0.966667,5,1.0,1.0,1.0,50,0.0,0.0,0.0,100,1,True,True,True,"{""gold_in_top50_not_top5"": 5, ""poor_scoring"": 5}"
smoke_500,prompt_plus_source_hints,mm3_compressed_hybrid_top5,research_ai,100,1.0,1.0,0,1.0,1.0,1.0,50,0.0,0.0,0.0,100,0,True,True,True,{}
smoke_500,prompt_plus_source_hints,mm3_compressed_hybrid_top5,retail,100,0.96,0.99,7,0.98,0.98,0.98,50,0.01,0.01,0.0,100,3,True,True,True,"{""gold_in_top50_not_top5"": 7, ""poor_scoring"": 7}"
smoke_500,prompt_text_only,mm0_no_context,airline,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
smoke_500,prompt_text_only,mm0_no_context,finance,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
smoke_500,prompt_text_only,mm0_no_context,healthcare_admin,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
smoke_500,prompt_text_only,mm0_no_context,research_ai,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
smoke_500,prompt_text_only,mm0_no_context,retail,100,0.0,0.0,100,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
smoke_500,prompt_text_only,mm1_dense_top5,airline,100,0.559167,0.793,74,0.609167,0.609167,0.609167,50,0.06,0.06,0.08,92,36,True,True,False,"{""gold_in_top50_not_top5"": 66, ""gold_not_in_candidate_pool"": 8, ""poor_scoring"": 74}"
smoke_500,prompt_text_only,mm1_dense_top5,finance,100,0.13,0.062333,87,0.605,0.605,0.605,50,0.5,0.5,0.37,63,7,True,True,False,"{""bad_query_terms"": 20, ""gold_in_top50_not_top5"": 50, ""gold_not_in_candidate_pool"": 37, ""missed_finance_metric"": 70, ""missed_period"": 87, ""poor_scoring"": 87}"
smoke_500,prompt_text_only,mm1_dense_top5,healthcare_admin,100,0.751667,0.852,40,0.78,0.78,0.78,50,0.02,0.02,0.07,93,20,True,True,False,"{""gold_in_top50_not_top5"": 33, ""gold_not_in_candidate_pool"": 7, ""poor_scoring"": 40}"
smoke_500,prompt_text_only,mm1_dense_top5,research_ai,100,0.163333,0.119667,94,0.79,0.79,0.79,50,0.54,0.54,0.19,81,3,True,True,False,"{""chunk_too_broad"": 1, ""gold_in_top50_not_top5"": 75, ""gold_not_in_candidate_pool"": 19, ""poor_scoring"": 94}"
smoke_500,prompt_text_only,mm1_dense_top5,retail,100,0.315,0.222833,69,0.52,0.52,0.52,50,0.22,0.22,0.46,54,6,True,True,False,"{""gold_in_top50_not_top5"": 23, ""gold_not_in_candidate_pool"": 46, ""poor_scoring"": 69}"
smoke_500,prompt_text_only,mm2_hybrid_top5,airline,100,0.6925,0.9745,58,0.743333,0.743333,0.743333,50,0.0,0.0,0.01,99,14,True,True,False,"{""gold_in_top50_not_top5"": 57, ""gold_not_in_candidate_pool"": 1, ""poor_scoring"": 58}"
smoke_500,prompt_text_only,mm2_hybrid_top5,finance,100,0.14,0.0765,86,0.635,0.635,0.635,50,0.52,0.52,0.34,66,5,True,True,False,"{""bad_query_terms"": 20, ""gold_in_top50_not_top5"": 52, ""gold_not_in_candidate_pool"": 34, ""missed_finance_metric"": 69, ""missed_period"": 86, ""poor_scoring"": 86}"
smoke_500,prompt_text_only,mm2_hybrid_top5,healthcare_admin,100,0.826667,0.977,33,0.841667,0.841667,0.841667,50,0.0,0.0,0.0,100,4,True,True,False,"{""gold_in_top50_not_top5"": 33, ""poor_scoring"": 33}"
smoke_500,prompt_text_only,mm2_hybrid_top5,research_ai,100,0.156667,0.120333,95,0.806667,0.806667,0.806667,50,0.53,0.53,0.19,81,4,True,True,False,"{""gold_in_top50_not_top5"": 76, ""gold_not_in_candidate_pool"": 19, ""poor_scoring"": 95}"
smoke_500,prompt_text_only,mm2_hybrid_top5,retail,100,0.39,0.304833,64,0.675,0.675,0.675,50,0.3,0.3,0.28,72,8,True,True,False,"{""gold_in_top50_not_top5"": 36, ""gold_not_in_candidate_pool"": 28, ""poor_scoring"": 64}"
smoke_500,prompt_text_only,mm3_compressed_hybrid_top5,airline,100,0.6925,0.9745,58,0.743333,0.743333,0.743333,50,0.0,0.0,0.01,99,14,True,True,False,"{""gold_in_top50_not_top5"": 57, ""gold_not_in_candidate_pool"": 1, ""poor_scoring"": 58}"
smoke_500,prompt_text_only,mm3_compressed_hybrid_top5,finance,100,0.14,0.0765,86,0.635,0.635,0.635,50,0.52,0.52,0.34,66,5,True,True,False,"{""bad_query_terms"": 20, ""gold_in_top50_not_top5"": 52, ""gold_not_in_candidate_pool"": 34, ""missed_finance_metric"": 69, ""missed_period"": 86, ""poor_scoring"": 86}"
smoke_500,prompt_text_only,mm3_compressed_hybrid_top5,healthcare_admin,100,0.826667,0.977,33,0.841667,0.841667,0.841667,50,0.0,0.0,0.0,100,4,True,True,False,"{""gold_in_top50_not_top5"": 33, ""poor_scoring"": 33}"
smoke_500,prompt_text_only,mm3_compressed_hybrid_top5,research_ai,100,0.156667,0.120333,95,0.806667,0.806667,0.806667,50,0.53,0.53,0.19,81,4,True,True,False,"{""gold_in_top50_not_top5"": 76, ""gold_not_in_candidate_pool"": 19, ""poor_scoring"": 95}"
smoke_500,prompt_text_only,mm3_compressed_hybrid_top5,retail,100,0.39,0.304833,64,0.675,0.675,0.675,50,0.3,0.3,0.28,72,8,True,True,False,"{""gold_in_top50_not_top5"": 36, ""gold_not_in_candidate_pool"": 28, ""poor_scoring"": 64}"
