split,ablation_mode,memory_mode,vertical,record_count,evidence_selector_strategy,exact_top5_count,avg_selected_evidence_count,duplicate_avoidance_applied_count,evidence_contract_valid_count,selection_reason_sample
smoke_500,prompt_plus_metadata,mm0_no_context,airline,100,unavailable,0,0,100,100,
smoke_500,prompt_plus_metadata,mm0_no_context,finance,100,unavailable,0,0,100,100,
smoke_500,prompt_plus_metadata,mm0_no_context,healthcare_admin,100,unavailable,0,0,100,100,
smoke_500,prompt_plus_metadata,mm0_no_context,research_ai,100,unavailable,0,0,100,100,
smoke_500,prompt_plus_metadata,mm0_no_context,retail,100,unavailable,0,0,100,100,
smoke_500,prompt_plus_metadata,mm1_dense_top5,airline,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_plus_metadata,mm1_dense_top5,finance,100,finance_calibrated_top5,100,5,100,100,"company_or_ticker_match,title_overlap,metadata_overlap,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector"
smoke_500,prompt_plus_metadata,mm1_dense_top5,healthcare_admin,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_plus_metadata,mm1_dense_top5,research_ai,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_plus_metadata,mm1_dense_top5,retail,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_plus_metadata,mm2_hybrid_top5,airline,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_plus_metadata,mm2_hybrid_top5,finance,100,finance_calibrated_top5,100,5,100,100,"company_or_ticker_match,title_overlap,metadata_overlap,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector"
smoke_500,prompt_plus_metadata,mm2_hybrid_top5,healthcare_admin,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_plus_metadata,mm2_hybrid_top5,research_ai,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_plus_metadata,mm2_hybrid_top5,retail,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_plus_metadata,mm3_compressed_hybrid_top5,airline,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_plus_metadata,mm3_compressed_hybrid_top5,finance,100,finance_calibrated_top5,100,5,100,100,"company_or_ticker_match,title_overlap,metadata_overlap,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector"
smoke_500,prompt_plus_metadata,mm3_compressed_hybrid_top5,healthcare_admin,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_plus_metadata,mm3_compressed_hybrid_top5,research_ai,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_plus_metadata,mm3_compressed_hybrid_top5,retail,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_plus_source_hints,mm0_no_context,airline,100,unavailable,0,0,100,100,
smoke_500,prompt_plus_source_hints,mm0_no_context,finance,100,unavailable,0,0,100,100,
smoke_500,prompt_plus_source_hints,mm0_no_context,healthcare_admin,100,unavailable,0,0,100,100,
smoke_500,prompt_plus_source_hints,mm0_no_context,research_ai,100,unavailable,0,0,100,100,
smoke_500,prompt_plus_source_hints,mm0_no_context,retail,100,unavailable,0,0,100,100,
smoke_500,prompt_plus_source_hints,mm1_dense_top5,airline,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted,metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_plus_source_hints,mm1_dense_top5,finance,100,finance_calibrated_top5,100,5,100,100,"company_or_ticker_match,title_overlap,metadata_overlap,source_hint_match_assisted,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted,finance_selector,company_or_ticker_match,metric_or_concept_match,section_match,title_overlap,metadata_overlap,source_hint_match_assisted,finance_selector"
smoke_500,prompt_plus_source_hints,mm1_dense_top5,healthcare_admin,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted,metric_or_concept_match,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_plus_source_hints,mm1_dense_top5,research_ai,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_plus_source_hints,mm1_dense_top5,retail,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted,metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_plus_source_hints,mm2_hybrid_top5,airline,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted,metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_plus_source_hints,mm2_hybrid_top5,finance,100,finance_calibrated_top5,100,5,100,100,"company_or_ticker_match,title_overlap,metadata_overlap,source_hint_match_assisted,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted,finance_selector,company_or_ticker_match,metric_or_concept_match,section_match,title_overlap,metadata_overlap,source_hint_match_assisted,finance_selector"
smoke_500,prompt_plus_source_hints,mm2_hybrid_top5,healthcare_admin,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted,metric_or_concept_match,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_plus_source_hints,mm2_hybrid_top5,research_ai,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_plus_source_hints,mm2_hybrid_top5,retail,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_plus_source_hints,mm3_compressed_hybrid_top5,airline,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted,metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_plus_source_hints,mm3_compressed_hybrid_top5,finance,100,finance_calibrated_top5,100,5,100,100,"company_or_ticker_match,title_overlap,metadata_overlap,source_hint_match_assisted,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted,finance_selector,company_or_ticker_match,metric_or_concept_match,section_match,title_overlap,metadata_overlap,source_hint_match_assisted,finance_selector"
smoke_500,prompt_plus_source_hints,mm3_compressed_hybrid_top5,healthcare_admin,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted,metric_or_concept_match,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_plus_source_hints,mm3_compressed_hybrid_top5,research_ai,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_plus_source_hints,mm3_compressed_hybrid_top5,retail,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,source_hint_match_assisted"
smoke_500,prompt_text_only,mm0_no_context,airline,100,unavailable,0,0,100,100,
smoke_500,prompt_text_only,mm0_no_context,finance,100,unavailable,0,0,100,100,
smoke_500,prompt_text_only,mm0_no_context,healthcare_admin,100,unavailable,0,0,100,100,
smoke_500,prompt_text_only,mm0_no_context,research_ai,100,unavailable,0,0,100,100,
smoke_500,prompt_text_only,mm0_no_context,retail,100,unavailable,0,0,100,100,
smoke_500,prompt_text_only,mm1_dense_top5,airline,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_text_only,mm1_dense_top5,finance,100,finance_calibrated_top5,100,5,100,100,"company_or_ticker_match,title_overlap,metadata_overlap,finance_selector,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector,metadata_overlap,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector"
smoke_500,prompt_text_only,mm1_dense_top5,healthcare_admin,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,hybrid_score_rank"
smoke_500,prompt_text_only,mm1_dense_top5,research_ai,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_text_only,mm1_dense_top5,retail,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_text_only,mm2_hybrid_top5,airline,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_text_only,mm2_hybrid_top5,finance,100,finance_calibrated_top5,100,5,100,100,"company_or_ticker_match,title_overlap,metadata_overlap,finance_selector,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector"
smoke_500,prompt_text_only,mm2_hybrid_top5,healthcare_admin,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,hybrid_score_rank,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_text_only,mm2_hybrid_top5,research_ai,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_text_only,mm2_hybrid_top5,retail,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_text_only,mm3_compressed_hybrid_top5,airline,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_text_only,mm3_compressed_hybrid_top5,finance,100,finance_calibrated_top5,100,5,100,100,"company_or_ticker_match,title_overlap,metadata_overlap,finance_selector,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector"
smoke_500,prompt_text_only,mm3_compressed_hybrid_top5,healthcare_admin,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap,hybrid_score_rank,metric_or_concept_match,metadata_overlap"
smoke_500,prompt_text_only,mm3_compressed_hybrid_top5,research_ai,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
smoke_500,prompt_text_only,mm3_compressed_hybrid_top5,retail,100,calibrated_top5,100,5,100,100,"metric_or_concept_match,title_overlap,metadata_overlap"
